locus_tag	ftype	length_bp	gene	EC_number	COG	product
AHECGBEH_05104	CDS	321				hypothetical protein
AHECGBEH_05104	gene	321				
AHECGBEH_05105	CDS	597	hemO			heme oxygenase
AHECGBEH_05105	gene	597	hemO			
AHECGBEH_05106	CDS	552	sulA			Cell division inhibitor SulA
AHECGBEH_05106	gene	552	sulA			
AHECGBEH_05107	CDS	1416	imuB			Protein ImuB
AHECGBEH_05107	gene	1416	imuB			
AHECGBEH_05108	CDS	3075		2.7.7.7		error-prone DNA polymerase
AHECGBEH_05108	gene	3075				
AHECGBEH_05109	rRNA	110				5S ribosomal RNA
AHECGBEH_05109	gene	110				
AHECGBEH_05110	rRNA	2888				23S ribosomal RNA
AHECGBEH_05110	gene	2888				
AHECGBEH_05111	tRNA	76				tRNA-Ala(tgc)
AHECGBEH_05111	gene	76				
AHECGBEH_05112	tRNA	77				tRNA-Ile(gat)
AHECGBEH_05112	gene	77				
AHECGBEH_05113	rRNA	1531				16S ribosomal RNA
AHECGBEH_05113	gene	1531				
AHECGBEH_05114	CDS	1230	sbcD			exonuclease SbcD
AHECGBEH_05114	gene	1230	sbcD			
AHECGBEH_05115	CDS	3636				exonuclease
AHECGBEH_05115	gene	3636				
AHECGBEH_05116	CDS	2166	recD			exodeoxyribonuclease V subunit alpha
AHECGBEH_05116	gene	2166	recD			
AHECGBEH_05117	CDS	3738	recB			exodeoxyribonuclease V subunit beta
AHECGBEH_05117	gene	3738	recB			
AHECGBEH_05118	CDS	3516	recC			exodeoxyribonuclease V subunit gamma
AHECGBEH_05118	gene	3516	recC			
AHECGBEH_05119	CDS	684				hypothetical protein
AHECGBEH_05119	gene	684				
AHECGBEH_05120	CDS	891				hypothetical protein
AHECGBEH_05120	gene	891				
AHECGBEH_05121	CDS	804				transcriptional regulator
AHECGBEH_05121	gene	804				
AHECGBEH_05122	CDS	1206				transporter
AHECGBEH_05122	gene	1206				
AHECGBEH_05123	CDS	1617				chemotaxis transducer
AHECGBEH_05123	gene	1617				
AHECGBEH_05124	CDS	252				hypothetical protein
AHECGBEH_05124	gene	252				
AHECGBEH_05125	CDS	1470				phosphate transporter
AHECGBEH_05125	gene	1470				
AHECGBEH_05126	CDS	2769	pprA			two-component sensor PprA
AHECGBEH_05126	gene	2769	pprA			
AHECGBEH_05127	CDS	465				hypothetical protein
AHECGBEH_05127	gene	465				
AHECGBEH_05128	CDS	483	fppA			Flp prepilin peptidase FppA
AHECGBEH_05128	gene	483	fppA			
AHECGBEH_05129	CDS	828	pprB			two-component response regulator PprB
AHECGBEH_05129	gene	828	pprB			
AHECGBEH_05130	CDS	1674				hypothetical protein
AHECGBEH_05130	gene	1674				
AHECGBEH_05131	CDS	285				hypothetical protein
AHECGBEH_05131	gene	285				
AHECGBEH_05132	CDS	738	tadD			type II secretion system protein TadD
AHECGBEH_05132	gene	738	tadD			
AHECGBEH_05133	CDS	912	tadC			type II secretion system protein TadC
AHECGBEH_05133	gene	912	tadC			
AHECGBEH_05134	CDS	885	tadB			type II secretion system protein TadB
AHECGBEH_05134	gene	885	tadB			
AHECGBEH_05135	CDS	1266	tadA_3			ATPase TadA
AHECGBEH_05135	gene	1266	tadA_3			
AHECGBEH_05136	CDS	1185				hypothetical protein
AHECGBEH_05136	gene	1185				
AHECGBEH_05137	CDS	1251	rcpA			type II/III secretion system protein
AHECGBEH_05137	gene	1251	rcpA			
AHECGBEH_05138	CDS	912				hypothetical protein
AHECGBEH_05138	gene	912				
AHECGBEH_05139	CDS	219	flp			type IVb pilin Flp
AHECGBEH_05139	gene	219	flp			
AHECGBEH_05140	CDS	1899	pctC			chemotactic transducer PctC
AHECGBEH_05140	gene	1899	pctC			
AHECGBEH_05141	CDS	1491				hypothetical protein
AHECGBEH_05141	gene	1491				
AHECGBEH_05142	CDS	1890	pctA			chemotactic transducer PctA
AHECGBEH_05142	gene	1890	pctA			
AHECGBEH_05143	CDS	1890	pctB			chemotactic transducer PctB
AHECGBEH_05143	gene	1890	pctB			
AHECGBEH_05144	CDS	1116	pimC	2.4.1.-		GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol dimannoside mannosyltransferase
AHECGBEH_05144	gene	1116	pimC			
AHECGBEH_05145	CDS	762				hypothetical protein
AHECGBEH_05145	gene	762				
AHECGBEH_05146	CDS	1002				hypothetical protein
AHECGBEH_05146	gene	1002				
AHECGBEH_05147	CDS	213				hypothetical protein
AHECGBEH_05147	gene	213				
AHECGBEH_05148	CDS	852	purU1	3.5.1.10		formyltetrahydrofolate deformylase
AHECGBEH_05148	gene	852	purU1			
AHECGBEH_05149	CDS	375	mvaT_3			transcriptional regulator MvaT
AHECGBEH_05149	gene	375	mvaT_3			
AHECGBEH_05150	CDS	1443	sbcB	3.1.11.1		exonuclease I
AHECGBEH_05150	gene	1443	sbcB			
AHECGBEH_05151	CDS	738				hypothetical protein
AHECGBEH_05151	gene	738				
AHECGBEH_05152	CDS	750				hypothetical protein
AHECGBEH_05152	gene	750				
AHECGBEH_05153	CDS	981				hypothetical protein
AHECGBEH_05153	gene	981				
AHECGBEH_05154	CDS	1572				hypothetical protein
AHECGBEH_05154	gene	1572				
AHECGBEH_05155	CDS	1278				hypothetical protein
AHECGBEH_05155	gene	1278				
AHECGBEH_05156	CDS	1008				hypothetical protein
AHECGBEH_05156	gene	1008				
AHECGBEH_05157	CDS	1332				hypothetical protein
AHECGBEH_05157	gene	1332				
AHECGBEH_05158	CDS	360				hypothetical protein
AHECGBEH_05158	gene	360				
AHECGBEH_05159	CDS	423				hypothetical protein
AHECGBEH_05159	gene	423				
AHECGBEH_05160	CDS	378				hypothetical protein
AHECGBEH_05160	gene	378				
AHECGBEH_05161	CDS	807				hypothetical protein
AHECGBEH_05161	gene	807				
AHECGBEH_05162	CDS	915	uspE_2		COG0589	Universal stress protein E
AHECGBEH_05162	gene	915	uspE_2			
AHECGBEH_05163	CDS	1452	pykA	2.7.1.40		pyruvate kinase
AHECGBEH_05163	gene	1452	pykA			
AHECGBEH_05164	CDS	774				enoyl-CoA hydratase
AHECGBEH_05164	gene	774				
AHECGBEH_05165	CDS	927	ndoR	1.18.1.7		Naphthalene 1,2-dioxygenase system ferredoxin--NAD(P)(+), reductase component
AHECGBEH_05165	gene	927	ndoR			
AHECGBEH_05166	CDS	1128				hypothetical protein
AHECGBEH_05166	gene	1128				
AHECGBEH_05167	CDS	1524				fumarase
AHECGBEH_05167	gene	1524				
AHECGBEH_05168	CDS	1320				manganese transporter MntH
AHECGBEH_05168	gene	1320				
AHECGBEH_05169	CDS	309				hypothetical protein
AHECGBEH_05169	gene	309				
AHECGBEH_05170	CDS	582	pfpI_2			protease PfpI
AHECGBEH_05170	gene	582	pfpI_2			
AHECGBEH_05171	CDS	612				hypothetical protein
AHECGBEH_05171	gene	612				
AHECGBEH_05172	CDS	1281				acyltransferase
AHECGBEH_05172	gene	1281				
AHECGBEH_05173	CDS	1158				phospholipase
AHECGBEH_05173	gene	1158				
AHECGBEH_05174	CDS	573				hypothetical protein
AHECGBEH_05174	gene	573				
AHECGBEH_05175	CDS	771				transcriptional regulator
AHECGBEH_05175	gene	771				
AHECGBEH_05176	CDS	1485		3.5.1.4		amidase
AHECGBEH_05176	gene	1485				
AHECGBEH_05177	CDS	1320				major facilitator superfamily transporter
AHECGBEH_05177	gene	1320				
AHECGBEH_05178	CDS	1221				hydrolase
AHECGBEH_05178	gene	1221				
AHECGBEH_05179	CDS	591				hypothetical protein
AHECGBEH_05179	gene	591				
AHECGBEH_05180	CDS	336				hypothetical protein
AHECGBEH_05180	gene	336				
AHECGBEH_05181	CDS	1116				hypothetical protein
AHECGBEH_05181	gene	1116				
AHECGBEH_05182	CDS	786				hypothetical protein
AHECGBEH_05182	gene	786				
AHECGBEH_05183	CDS	897				hypothetical protein
AHECGBEH_05183	gene	897				
AHECGBEH_05184	CDS	756				hypothetical protein
AHECGBEH_05184	gene	756				
AHECGBEH_05185	CDS	777				acyltransferase
AHECGBEH_05185	gene	777				
AHECGBEH_05186	CDS	861				hypothetical protein
AHECGBEH_05186	gene	861				
AHECGBEH_05187	CDS	573	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
AHECGBEH_05187	gene	573	acpH			
AHECGBEH_05188	CDS	303				hypothetical protein
AHECGBEH_05188	gene	303				
AHECGBEH_05189	CDS	1167				major facilitator superfamily transporter
AHECGBEH_05189	gene	1167				
AHECGBEH_05190	CDS	1053	xenB			xenobiotic reductase
AHECGBEH_05190	gene	1053	xenB			
AHECGBEH_05191	CDS	243	feoC			putative [Fe-S]-dependent transcriptional repressor
AHECGBEH_05191	gene	243	feoC			
AHECGBEH_05192	CDS	2301				ferrous iron transporter B
AHECGBEH_05192	gene	2301				
AHECGBEH_05193	CDS	228				ferrous iron transporter A
AHECGBEH_05193	gene	228				
AHECGBEH_05194	CDS	837				hypothetical protein
AHECGBEH_05194	gene	837				
AHECGBEH_05195	CDS	264				hypothetical protein
AHECGBEH_05195	gene	264				
AHECGBEH_05196	CDS	990				oxidoreductase
AHECGBEH_05196	gene	990				
AHECGBEH_05197	CDS	1059				hypothetical protein
AHECGBEH_05197	gene	1059				
AHECGBEH_05198	CDS	897	iciA			chromosome replication initiation inhibitor protein
AHECGBEH_05198	gene	897	iciA			
AHECGBEH_05199	CDS	402				hypothetical protein
AHECGBEH_05199	gene	402				
AHECGBEH_05200	CDS	603				transporter
AHECGBEH_05200	gene	603				
AHECGBEH_05201	CDS	582	sodB			superoxide dismutase
AHECGBEH_05201	gene	582	sodB			
AHECGBEH_05202	CDS	2064	bifA_2			protein BifA
AHECGBEH_05202	gene	2064	bifA_2			
AHECGBEH_05203	CDS	903				hypothetical protein
AHECGBEH_05203	gene	903				
AHECGBEH_05204	CDS	573	lemA_3		COG1704	Protein LemA
AHECGBEH_05204	gene	573	lemA_3			
AHECGBEH_05205	CDS	1341	icmP			insulin-cleaving metalloproteinase outer membrane protein
AHECGBEH_05205	gene	1341	icmP			
AHECGBEH_05206	CDS	1422				hypothetical protein
AHECGBEH_05206	gene	1422				
AHECGBEH_05207	CDS	1065				hypothetical protein
AHECGBEH_05207	gene	1065				
AHECGBEH_05208	CDS	1095				hypothetical protein
AHECGBEH_05208	gene	1095				
AHECGBEH_05209	CDS	1131				resistance-nodulation-cell division (RND) efflux membrane fusion protein
AHECGBEH_05209	gene	1131				
AHECGBEH_05210	CDS	3057				multidrug efflux protein
AHECGBEH_05210	gene	3057				
AHECGBEH_05211	CDS	1197	pncB2	6.3.4.21		nicotinate phosphoribosyltransferase
AHECGBEH_05211	gene	1197	pncB2			
AHECGBEH_05212	CDS	243				hypothetical protein
AHECGBEH_05212	gene	243				
AHECGBEH_05213	CDS	705	inaA_1			Protein InaA
AHECGBEH_05213	gene	705	inaA_1			
AHECGBEH_05214	CDS	684				hypothetical protein
AHECGBEH_05214	gene	684				
AHECGBEH_05215	CDS	1281				two-component sensor
AHECGBEH_05215	gene	1281				
AHECGBEH_05216	CDS	684				two-component response regulator
AHECGBEH_05216	gene	684				
AHECGBEH_05217	CDS	795				hypothetical protein
AHECGBEH_05217	gene	795				
AHECGBEH_05218	CDS	330				hypothetical protein
AHECGBEH_05218	gene	330				
AHECGBEH_05219	CDS	384				camphor resistance protein CrcB
AHECGBEH_05219	gene	384				
AHECGBEH_05220	CDS	687				hypothetical protein
AHECGBEH_05220	gene	687				
AHECGBEH_05221	CDS	1653	groEL			molecular chaperone GroEL
AHECGBEH_05221	gene	1653	groEL			
AHECGBEH_05222	CDS	294	groES			co-chaperonin GroES
AHECGBEH_05222	gene	294	groES			
AHECGBEH_05223	CDS	540				phage exclusion suppressor FxsA
AHECGBEH_05223	gene	540				
AHECGBEH_05224	CDS	735				hypothetical protein
AHECGBEH_05224	gene	735				
AHECGBEH_05225	CDS	759	speA_1	1.1.1.100		3-ketoacyl-ACP reductase
AHECGBEH_05225	gene	759	speA_1			
AHECGBEH_05226	CDS	930				hypothetical protein
AHECGBEH_05226	gene	930				
AHECGBEH_05227	CDS	969				hypothetical protein
AHECGBEH_05227	gene	969				
AHECGBEH_05228	CDS	384	ogt_2	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
AHECGBEH_05228	gene	384	ogt_2			
AHECGBEH_05229	CDS	1785	ampG			AmpG protein
AHECGBEH_05229	gene	1785	ampG			
AHECGBEH_05230	CDS	837	mscS_1		COG0668	Small-conductance mechanosensitive channel
AHECGBEH_05230	gene	837	mscS_1			
AHECGBEH_05231	CDS	480				nucleotide-binding protein
AHECGBEH_05231	gene	480				
AHECGBEH_05232	CDS	1101				two-component response regulator
AHECGBEH_05232	gene	1101				
AHECGBEH_05233	CDS	912	panE	1.1.1.169		2-dehydropantoate 2-reductase
AHECGBEH_05233	gene	912	panE			
AHECGBEH_05234	CDS	2097				two-component sensor
AHECGBEH_05234	gene	2097				
AHECGBEH_05235	CDS	579	cobO_2	2.5.1.-	COG2096	Cobalamin adenosyltransferase
AHECGBEH_05235	gene	579	cobO_2			
AHECGBEH_05236	CDS	948	thiE_2	2.5.1.3		Thiamine-phosphate synthase
AHECGBEH_05236	gene	948	thiE_2			
AHECGBEH_05237	CDS	636				glutathione S-transferase
AHECGBEH_05237	gene	636				
AHECGBEH_05238	CDS	1218	argJ	2.3.1.1		bifunctional ornithine acetyltransferase/N-acetylglutamate synthase
AHECGBEH_05238	gene	1218	argJ			
AHECGBEH_05239	CDS	2751	secA			preprotein translocase subunit SecA
AHECGBEH_05239	gene	2751	secA			
AHECGBEH_05240	CDS	924				hypothetical protein
AHECGBEH_05240	gene	924				
AHECGBEH_05241	CDS	462				hypothetical protein
AHECGBEH_05241	gene	462				
AHECGBEH_05242	CDS	912	lpxC	3.5.1.-		UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
AHECGBEH_05242	gene	912	lpxC			
AHECGBEH_05243	CDS	1185	ftsZ			cell division protein FtsZ
AHECGBEH_05243	gene	1185	ftsZ			
AHECGBEH_05244	CDS	1254	ftsA			cell division protein FtsA
AHECGBEH_05244	gene	1254	ftsA			
AHECGBEH_05245	CDS	864	ftsQ			cell division protein FtsQ
AHECGBEH_05245	gene	864	ftsQ			
AHECGBEH_05246	CDS	960	ddlB	6.3.2.4		D-alanine--D-alanine ligase
AHECGBEH_05246	gene	960	ddlB			
AHECGBEH_05247	CDS	1443	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
AHECGBEH_05247	gene	1443	murC			
AHECGBEH_05248	CDS	1074	murG	2.4.1.227		undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase
AHECGBEH_05248	gene	1074	murG			
AHECGBEH_05249	CDS	1200	ftsW			cell division protein FtsW
AHECGBEH_05249	gene	1200	ftsW			
AHECGBEH_05250	CDS	1347	murD	6.3.2.9		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase
AHECGBEH_05250	gene	1347	murD			
AHECGBEH_05251	CDS	1083	mraY	2.7.8.13		phospho-N-acetylmuramoyl-pentapeptide- transferase
AHECGBEH_05251	gene	1083	mraY			
AHECGBEH_05252	CDS	1377	murF			UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase
AHECGBEH_05252	gene	1377	murF			
AHECGBEH_05253	CDS	1464	murE	6.3.2.13		UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase
AHECGBEH_05253	gene	1464	murE			
AHECGBEH_05254	CDS	1740	ftsI			penicillin-binding protein 3
AHECGBEH_05254	gene	1740	ftsI			
AHECGBEH_05255	CDS	294	ftsL			cell division protein FtsL
AHECGBEH_05255	gene	294	ftsL			
AHECGBEH_05256	CDS	942				S-adenosyl-methyltransferase MraW
AHECGBEH_05256	gene	942				
AHECGBEH_05257	CDS	405				cell division protein MraZ
AHECGBEH_05257	gene	405				
AHECGBEH_05258	CDS	849	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
AHECGBEH_05258	gene	849	rsmI			
AHECGBEH_05259	CDS	1815	lpoA		COG3107	Penicillin-binding protein activator LpoA
AHECGBEH_05259	gene	1815	lpoA			
AHECGBEH_05260	CDS	246				hypothetical protein
AHECGBEH_05260	gene	246				
AHECGBEH_05261	CDS	594				phosphoheptose isomerase
AHECGBEH_05261	gene	594				
AHECGBEH_05262	CDS	579				hypothetical protein
AHECGBEH_05262	gene	579				
AHECGBEH_05263	CDS	408	sspB			ClpXP protease specificity-enhancing factor
AHECGBEH_05263	gene	408	sspB			
AHECGBEH_05264	CDS	618	sspA			stringent starvation protein A
AHECGBEH_05264	gene	618	sspA			
AHECGBEH_05265	CDS	783				cytochrome C1
AHECGBEH_05265	gene	783				
AHECGBEH_05266	CDS	1212				cytochrome b
AHECGBEH_05266	gene	1212				
AHECGBEH_05267	CDS	594				iron-sulfur protein
AHECGBEH_05267	gene	594				
AHECGBEH_05268	CDS	393	rpsI			30S ribosomal protein S9
AHECGBEH_05268	gene	393	rpsI			
AHECGBEH_05269	CDS	429	rplM			50S ribosomal protein L13
AHECGBEH_05269	gene	429	rplM			
AHECGBEH_05270	CDS	1038				oxidoreductase
AHECGBEH_05270	gene	1038				
AHECGBEH_05271	CDS	1137				acyl-CoA dehydrogenase
AHECGBEH_05271	gene	1137				
AHECGBEH_05272	CDS	999				transcriptional regulator
AHECGBEH_05272	gene	999				
AHECGBEH_05273	CDS	963				hypothetical protein
AHECGBEH_05273	gene	963				
AHECGBEH_05274	CDS	1095	zapE_2		COG1485	Cell division protein ZapE
AHECGBEH_05274	gene	1095	zapE_2			
AHECGBEH_05275	CDS	1347	trpS	6.1.1.2		tryptophan--tRNA ligase
AHECGBEH_05275	gene	1347	trpS			
AHECGBEH_05276	CDS	630				hypothetical protein
AHECGBEH_05276	gene	630				
AHECGBEH_05277	CDS	447				hypothetical protein
AHECGBEH_05277	gene	447				
AHECGBEH_05278	CDS	1902	cysN	2.7.1.25		bifunctional sulfate adenylyltransferase subunit 1/adenylylsulfate kinase
AHECGBEH_05278	gene	1902	cysN			
AHECGBEH_05279	CDS	918	cysD	2.7.7.4		sulfate adenylyltransferase subunit 2
AHECGBEH_05279	gene	918	cysD			
AHECGBEH_05280	CDS	1104	mltB1			murein hydrolase B
AHECGBEH_05280	gene	1104	mltB1			
AHECGBEH_05281	CDS	759			COG0327	GTP cyclohydrolase 1 type 2 
AHECGBEH_05281	gene	759				
AHECGBEH_05282	CDS	1170	algW			AlgW protein
AHECGBEH_05282	gene	1170	algW			
AHECGBEH_05283	CDS	1056	hisC1	2.6.1.9		histidinol-phosphate aminotransferase
AHECGBEH_05283	gene	1056	hisC1			
AHECGBEH_05284	CDS	1323	hisD	1.1.1.23		histidinol dehydrogenase
AHECGBEH_05284	gene	1323	hisD			
AHECGBEH_05285	CDS	636	hisG	2.4.2.17		ATP phosphoribosyltransferase
AHECGBEH_05285	gene	636	hisG			
AHECGBEH_05286	CDS	1266	murA	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
AHECGBEH_05286	gene	1266	murA			
AHECGBEH_05287	CDS	240	ibaG		COG5007	Acid stress protein IbaG
AHECGBEH_05287	gene	240	ibaG			
AHECGBEH_05288	CDS	309				hypothetical protein
AHECGBEH_05288	gene	309				
AHECGBEH_05289	CDS	648	mlaC		COG2854	putative phospholipid-binding protein MlaC
AHECGBEH_05289	gene	648	mlaC			
AHECGBEH_05290	CDS	474	mlaD		COG1463	putative phospholipid ABC transporter-binding protein MlaD
AHECGBEH_05290	gene	474	mlaD			
AHECGBEH_05291	CDS	798				ABC transporter permease
AHECGBEH_05291	gene	798				
AHECGBEH_05292	CDS	810				ABC transporter ATP-binding protein
AHECGBEH_05292	gene	810				
AHECGBEH_05293	CDS	93				hypothetical protein
AHECGBEH_05293	gene	93				
AHECGBEH_05294	CDS	975				arabinose-5-phosphate isomerase KdsD
AHECGBEH_05294	gene	975				
AHECGBEH_05295	CDS	540	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
AHECGBEH_05295	gene	540	kdsC			
AHECGBEH_05296	CDS	573	lptC			Lipopolysaccharide export system protein LptC
AHECGBEH_05296	gene	573	lptC			
AHECGBEH_05297	CDS	528	lptA_2		COG1934	Lipopolysaccharide export system protein LptA
AHECGBEH_05297	gene	528	lptA_2			
AHECGBEH_05298	CDS	726				ABC transporter ATP-binding protein
AHECGBEH_05298	gene	726				
AHECGBEH_05299	CDS	1494	rpoN	2.7.7.6		RNA polymerase factor sigma-54
AHECGBEH_05299	gene	1494	rpoN			
AHECGBEH_05300	CDS	309	hpf		COG1544	Ribosome hibernation promoting factor
AHECGBEH_05300	gene	309	hpf			
AHECGBEH_05301	CDS	465	ptsN			nitrogen regulatory IIA protein
AHECGBEH_05301	gene	465	ptsN			
AHECGBEH_05302	CDS	861	rapZ		COG1660	RNase adapter protein RapZ
AHECGBEH_05302	gene	861	rapZ			
AHECGBEH_05303	CDS	273				phosphoryl carrier protein
AHECGBEH_05303	gene	273				
AHECGBEH_05304	CDS	990				bacteriophage integrase
AHECGBEH_05304	gene	990				
AHECGBEH_05305	CDS	237				hypothetical protein
AHECGBEH_05305	gene	237				
AHECGBEH_05306	CDS	231				hypothetical protein
AHECGBEH_05306	gene	231				
AHECGBEH_05307	CDS	2694				hypothetical protein
AHECGBEH_05307	gene	2694				
AHECGBEH_05308	CDS	201				hypothetical protein
AHECGBEH_05308	gene	201				
AHECGBEH_05309	CDS	402				hypothetical protein
AHECGBEH_05309	gene	402				
AHECGBEH_05310	CDS	357				hypothetical protein
AHECGBEH_05310	gene	357				
AHECGBEH_05311	CDS	414				hypothetical protein
AHECGBEH_05311	gene	414				
AHECGBEH_05312	CDS	216				hypothetical protein
AHECGBEH_05312	gene	216				
AHECGBEH_05313	CDS	231				hypothetical protein
AHECGBEH_05313	gene	231				
AHECGBEH_05314	CDS	282				hypothetical protein
AHECGBEH_05314	gene	282				
AHECGBEH_05315	CDS	210				hypothetical protein
AHECGBEH_05315	gene	210				
AHECGBEH_05316	CDS	261				hypothetical protein
AHECGBEH_05316	gene	261				
AHECGBEH_05317	CDS	708				hypothetical protein
AHECGBEH_05317	gene	708				
AHECGBEH_05318	CDS	2049				hypothetical protein
AHECGBEH_05318	gene	2049				
AHECGBEH_05319	CDS	954				hypothetical protein
AHECGBEH_05319	gene	954				
AHECGBEH_05320	CDS	1023				hypothetical protein
AHECGBEH_05320	gene	1023				
AHECGBEH_05321	CDS	738				hypothetical protein
AHECGBEH_05321	gene	738				
AHECGBEH_05322	CDS	462				hypothetical protein
AHECGBEH_05322	gene	462				
AHECGBEH_05323	CDS	438				hypothetical protein
AHECGBEH_05323	gene	438				
AHECGBEH_05324	CDS	666				hypothetical protein
AHECGBEH_05324	gene	666				
AHECGBEH_05325	CDS	1116				hypothetical protein
AHECGBEH_05325	gene	1116				
AHECGBEH_05326	CDS	450				hypothetical protein
AHECGBEH_05326	gene	450				
AHECGBEH_05327	CDS	210				hypothetical protein
AHECGBEH_05327	gene	210				
AHECGBEH_05328	CDS	306				hypothetical protein
AHECGBEH_05328	gene	306				
AHECGBEH_05329	CDS	462	rrrD_2	3.2.1.17	COG3772	Lysozyme RrrD
AHECGBEH_05329	gene	462	rrrD_2			
AHECGBEH_05330	CDS	486				hypothetical protein
AHECGBEH_05330	gene	486				
AHECGBEH_05331	CDS	288				hypothetical protein
AHECGBEH_05331	gene	288				
AHECGBEH_05332	CDS	2055				hypothetical protein
AHECGBEH_05332	gene	2055				
AHECGBEH_05333	CDS	321				hypothetical protein
AHECGBEH_05333	gene	321				
AHECGBEH_05334	CDS	1173				hypothetical protein
AHECGBEH_05334	gene	1173				
AHECGBEH_05335	CDS	525				hypothetical protein
AHECGBEH_05335	gene	525				
AHECGBEH_05336	CDS	1965				hypothetical protein
AHECGBEH_05336	gene	1965				
AHECGBEH_05337	CDS	711				hypothetical protein
AHECGBEH_05337	gene	711				
AHECGBEH_05338	CDS	921				hypothetical protein
AHECGBEH_05338	gene	921				
AHECGBEH_05339	CDS	540				hypothetical protein
AHECGBEH_05339	gene	540				
AHECGBEH_05340	CDS	699				hypothetical protein
AHECGBEH_05340	gene	699				
AHECGBEH_05341	CDS	972				hypothetical protein
AHECGBEH_05341	gene	972				
AHECGBEH_05342	CDS	405				hypothetical protein
AHECGBEH_05342	gene	405				
AHECGBEH_05343	CDS	183				hypothetical protein
AHECGBEH_05343	gene	183				
AHECGBEH_05344	CDS	903	zupT		COG0428	Zinc transporter ZupT
AHECGBEH_05344	gene	903	zupT			
AHECGBEH_05345	CDS	612	sodM			superoxide dismutase
AHECGBEH_05345	gene	612	sodM			
AHECGBEH_05346	CDS	450				hypothetical protein
AHECGBEH_05346	gene	450				
AHECGBEH_05347	CDS	1377	fumC1	4.2.1.2		fumarate hydratase
AHECGBEH_05347	gene	1377	fumC1			
AHECGBEH_05348	CDS	396				hypothetical protein
AHECGBEH_05348	gene	396				
AHECGBEH_05349	CDS	1350	pmbA_1			PmbA protein
AHECGBEH_05349	gene	1350	pmbA_1			
AHECGBEH_05350	CDS	525				hypothetical protein
AHECGBEH_05350	gene	525				
AHECGBEH_05351	CDS	1443	pmbA_2			PmbA protein
AHECGBEH_05351	gene	1443	pmbA_2			
AHECGBEH_05352	CDS	849	aguB_2			N-carbamoylputrescine amidohydrolase
AHECGBEH_05352	gene	849	aguB_2			
AHECGBEH_05353	CDS	3831				hypothetical protein
AHECGBEH_05353	gene	3831				
AHECGBEH_05354	CDS	1458	cafA			cytoplasmic axial filament protein
AHECGBEH_05354	gene	1458	cafA			
AHECGBEH_05355	CDS	606	yhdE		COG0424	Maf-like protein YhdE
AHECGBEH_05355	gene	606	yhdE			
AHECGBEH_05356	CDS	495	mreD			rod shape-determining protein MreD
AHECGBEH_05356	gene	495	mreD			
AHECGBEH_05357	CDS	993	mreC			rod shape-determining protein MreC
AHECGBEH_05357	gene	993	mreC			
AHECGBEH_05358	CDS	1038	mreB			rod shape-determining protein MreB
AHECGBEH_05358	gene	1038	mreB			
AHECGBEH_05359	CDS	288	gatC	6.3.5.-		aspartyl/glutamyl-tRNA amidotransferase subunit C
AHECGBEH_05359	gene	288	gatC			
AHECGBEH_05360	CDS	1455	gatA	6.3.5.-		aspartyl/glutamyl-tRNA amidotransferase subunit A
AHECGBEH_05360	gene	1455	gatA			
AHECGBEH_05361	CDS	1446	gatB	6.3.5.-		aspartyl/glutamyl-tRNA amidotransferase subunit B
AHECGBEH_05361	gene	1446	gatB			
AHECGBEH_05362	CDS	378				hypothetical protein
AHECGBEH_05362	gene	378				
AHECGBEH_05363	CDS	387	pcaC_2			4-carboxymuconolactone decarboxylase
AHECGBEH_05363	gene	387	pcaC_2			
AHECGBEH_05364	CDS	834				hypothetical protein
AHECGBEH_05364	gene	834				
AHECGBEH_05365	CDS	1650				hypothetical protein
AHECGBEH_05365	gene	1650				
AHECGBEH_05366	CDS	4581				hypothetical protein
AHECGBEH_05366	gene	4581				
AHECGBEH_05367	CDS	651				hypothetical protein
AHECGBEH_05367	gene	651				
AHECGBEH_05368	CDS	1770				hypothetical protein
AHECGBEH_05368	gene	1770				
AHECGBEH_05369	CDS	810				hypothetical protein
AHECGBEH_05369	gene	810				
AHECGBEH_05370	CDS	561	roxR			DNA-binding response regulator RoxR
AHECGBEH_05370	gene	561	roxR			
AHECGBEH_05371	CDS	1269	roxS			sensor histidine kinase RoxS
AHECGBEH_05371	gene	1269	roxS			
AHECGBEH_05372	CDS	711				hypothetical protein
AHECGBEH_05372	gene	711				
AHECGBEH_05373	CDS	1614				ABC transporter
AHECGBEH_05373	gene	1614				
AHECGBEH_05374	CDS	1599				ABC transporter
AHECGBEH_05374	gene	1599				
AHECGBEH_05375	CDS	1218				metallopeptidase
